Track ID,Title,Album,Artist,BPM,Comment,Composer,Genre,Grouping,ISRC,Lyrics,ProNumber,Release Date,Year,External ID,Internal comment,Client comment,
162530668,PEACE ON WORTH - INSTRO,Cinema,G Putnam Music,,HERE FOR YOUR EAR!,Clayton Michael Gunn (100%) ASCAP 462448938,"Film, INDIE",ONE STOP - G Putnam Music owns Masters & Publishing Control,,,930754895,,2024,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
162532101,SENSATION - RELAXATION - INSTRO,Cinema,G Putnam Music,,HERE FOR YOUR EAR!,Clayton Michael Gunn (100%) ASCAP 462448938,"Ambient, Film, INDIE",ONE STOP - G Putnam Music owns Masters & Publishing Control,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
162532279,ROAD TRIP - INSTRO,Cinema,G Putnam Music,143,HERE FOR YOUR EAR!,Clayton Michael Gunn (100%) ASCAP 462448938,TV/Film INDIE,ONE STOP - G Putnam Music owns Masters & Publishing Control,,,930755239,,2025,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
162536950,LEFT TACKLE - INSTRO,Sports of Sorts,G Putnam Music,109,HERE FOR YOUR EAR!,Clayton Michael Gunn (100%) ASCAP 462448938,Indie,ONE STOP - G Putnam Music owns Masters & Publishing Control,,,,,2025,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
163578890,Didn't Mean To Fall,Loving Rhonda,Rhonda Lester,112,HERE FOR YOUR EAR!,G Putnam (100%) ASCAP,Indie,"HERE FOR YOUR EAR!  Let's please chat.    ONE STOP  G Putnam Music, LLC  Contact Greg Putnam @ 309-530-4626  contact@GPutnamMusic.com   ASCAP 802139278 (Writer)   ASCAP 848819778 (Publisher)  Featured songwriter recognized by TRO-ESSEX  Several placements in past year.     Thanks for listening!  Greg",,I'm sorry,,,,,,,
,,,,,,,,,,Forgive me,,,,,,,
,,,,,Let's please chat. ,,,,,Didn't mean to fall in love with you,,,,,,,
,,,,,,,,,,Don't worry,,,,,,,
,,,,,ONE STOP ,,,,,I get it now,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,My love is lost on you,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Just one thing I wanna know,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,I wanna know,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Whose life are you living anyway?,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,Not yours,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,I'm sorry,,,,,,,
,,,,,Several placements in past year.  ,,,,,Forgive me,,,,,,,
,,,,,,,,,,Didn't mean to inconvenience you,,,,,,,
,,,,,Thanks for listening! ,,,,,Don't worry,,,,,,,
,,,,,Greg,,,,,I've seen the light,,,,,,,
,,,,,,,,,,None of this had a damn thing to do with you,,,,,,,
,,,,,,,,,,A beautiful bird in a gilded cage,,,,,,,
,,,,,,,,,,a gilded cage,,,,,,,
,,,,,,,,,,What's it gonna take to set you free,,,,,,,
,,,,,,,,,,Like me,,,,,,,
,,,,,,,,,,I'm sorry,,,,,,,
,,,,,,,,,,Forgive me,,,,,,,
,,,,,,,,,,Didn't mean to fall in love with you,,,,,,,
,,,,,,,,,,Don't worry,,,,,,,
,,,,,,,,,,I get it now,,,,,,,
,,,,,,,,,,My love is lost on you,,,,,,,
,,,,,,,,,,Just one thing before I go,,,,,,,
,,,,,,,,,,before I go,,,,,,,
,,,,,,,,,,Whose life are you living anyway?,,,,,,,
,,,,,,,,,,Not ours,,,,,,,
,,,,,,,,,,I'm sorry,,,,,,,
,,,,,,,,,,Forgive me,,,,,,,
,,,,,,,,,,Didn't mean to fall in love with you,,,,,,,
163578931,ES - INSTRO,Dance It Away,G Putnam Music,111,HERE FOR YOUR EAR!,Clayton Michael Gunn (100%) ASCAP 462448938,Blues,ONE STOP - G Putnam Music owns Masters & Publishing Control,,"I've been working all week, I've got my good shirt on",,,,,,,
,,,,,,,,,,I've been thinking about what I'm gonna do to you,,,,,,,
,,,,,Let's please chat. ,,,,,"I've got the city in my sights, I've got my best shoes on",,,,,,,
,,,,,,,,,,I'm gonna find a place where we can be alone,,,,,,,
,,,,,ONE STOP ,,,,,"And I'm gonna light a fire, and you're gonna feel the heat",,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,"And I'm gonna take you higher, 'til you can't feel your feet",,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,"Oh, the night is young, and we're just getting started",,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,"Let's burn it down, let's get this party started",,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,"I see you 'cross the room, you're looking so fine",,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,"I'm making my way over, I'm gonna make you mine",,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,"There's a spark in your eyes, a fire in your soul",,,,,,,
,,,,,Several placements in past year.  ,,,,,Tonight we're gonna lose control,,,,,,,
,,,,,,,,,,"And I'm gonna light a fire, and you're gonna feel the heat",,,,,,,
,,,,,Thanks for listening! ,,,,,"And I'm gonna take you higher, 'til you can't feel your feet",,,,,,,
,,,,,Greg,,,,,"Oh, the night is young, and we're just getting started",,,,,,,
,,,,,,,,,,"Let's burn it down, let's get this party started",,,,,,,
,,,,,,,,,,Oh yeah,,,,,,,
,,,,,,,,,,Come on,,,,,,,
,,,,,,,,,,"And I'm gonna light a fire, and you're gonna feel the heat",,,,,,,
,,,,,,,,,,"And I'm gonna take you higher, 'til you can't feel your feet",,,,,,,
,,,,,,,,,,"Oh, the night is young, and we're just getting started",,,,,,,
,,,,,,,,,,"Let's burn it down, let's get this party started",,,,,,,
163579488,Mistakes or Lies,Dealin’ Feelin',Elle Christine,135,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP); Patrik Sheridan (50%) ASCAP,"Indie Rock, Alt Rock",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00057,"Feels so lonely tonight, ain't nothing been right.",893098325,,,,,,
,,,,,,,,,,"Since you're gone, every step feels wrong. ",,,,,,,
,,,,,Let's please chat. ,,,,,I'm counting pieces of you.,,,,,,,
,,,,,,,,,,"Huh, yeah, you left a few.",,,,,,,
,,,,,ONE STOP ,,,,,Like a thousand pictures ,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Where you look so sincere.,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,All those ticket stubs and ,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Cards signed with love,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Never thought those words ,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,Would ever hurt.,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,Can't you feel me inside? ,,,,,,,
,,,,,Several placements in past year.  ,,,,,Was it forever in your eyes?,,,,,,,
,,,,,,,,,,"Oh, the ways you made me feel",,,,,,,
,,,,,Thanks for listening! ,,,,,Was it ever real? ,,,,,,,
,,,,,Greg,,,,,Was I a sacrifice?,,,,,,,
,,,,,,,,,,Was love your disguise?,,,,,,,
,,,,,,,,,,Were those words mistakes or lies?,,,,,,,
,,,,,,,,,,"Walking all alone, look at my phone",,,,,,,
,,,,,,,,,,"Your text, hopes sent from soul to soul",,,,,,,
,,,,,,,,,,Promises you wrote - where did those go?,,,,,,,
,,,,,,,,,,Can't you feel me inside? ,,,,,,,
,,,,,,,,,,Was it forever in your eyes?,,,,,,,
,,,,,,,,,,"Oh, the ways you made me feel",,,,,,,
,,,,,,,,,,Was it ever real? ,,,,,,,
,,,,,,,,,,Was I a sacrifice?,,,,,,,
,,,,,,,,,,Was love your disguise?,,,,,,,
,,,,,,,,,,Were those words mistakes or lies?,,,,,,,
,,,,,,,,,,Can't you feel me inside? ,,,,,,,
,,,,,,,,,,Was it forever in your eyes?,,,,,,,
,,,,,,,,,,"Oh, the ways you made me feel",,,,,,,
,,,,,,,,,,Was it ever real? Was I a sacrifice?,,,,,,,
,,,,,,,,,,Was love your disguise?,,,,,,,
,,,,,,,,,,Were those words mistakes or lies?,,,,,,,
,,,,,,,,,,I'm counting pieces of you,,,,,,,
,,,,,,,,,,Been a lot to go through,,,,,,,
,,,,,,,,,,"Hey, was it ever real?",,,,,,,
,,,,,,,,,,Was I a compromise? ,,,,,,,
,,,,,,,,,,Was love your disguise?,,,,,,,
,,,,,,,,,,Were those words mistakes or lies?,,,,,,,
,,,,,,,,,,"Feels so lonely tonight, ain't nothing been right",,,,,,,
,,,,,,,,,,Since you're gone,,,,,,,
,,,,,,,,,,Ev'ry step feels wrong.,,,,,,,
163850565,AIN'T GOLD,KLEIGH Weighs,KLEIGH,89,HERE FOR YOUR EAR!,"Clayton Michael Gunn (100%) ASCAP 462448938 // Clayton Michael Gunn 100%, G Putnam Music, ASCAP","Metal, Country, Rock",ONE STOP - G Putnam Music owns Masters & Publishing Control,,Last night I tried to save the world ,,,2018,,,,
,,,,,,,,,,but it fell upon my shoulders,,,,,,,
,,,,,Let's please chat. ,,,,,Time is ticking as the days go by,,,,,,,
,,,,,,,,,,Each hour I am getting older,,,,,,,
,,,,,ONE STOP ,,,,,Sometimes we miss the shore and we have to sail a little more,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,This time it won't feel like a chore ,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,cause long ago I was told,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Long ago I was told,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,I was told all that glitters,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,ain't gold,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,ain't gold,,,,,,,
,,,,,Several placements in past year.  ,,,,,Not that it was ever my responsibility,,,,,,,
,,,,,,,,,,to set anyone else but myself free,,,,,,,
,,,,,Thanks for listening! ,,,,,I thought you reached out ,,,,,,,
,,,,,Greg,,,,,stripped of your liberties,,,,,,,
,,,,,,,,,,but you were always standing ,,,,,,,
,,,,,,,,,,on your own two feet ,,,,,,,
,,,,,,,,,,sometimes,,,,,,,
,,,,,,,,,,I don't know the way ,,,,,,,
,,,,,,,,,,and I find myself stuck,,,,,,,
,,,,,,,,,,for what to say ,,,,,,,
,,,,,,,,,,holding on to reason ,,,,,,,
,,,,,,,,,,like it's a part of me ,,,,,,,
,,,,,,,,,,but long ago  I was told ,,,,,,,
,,,,,,,,,,all that glitters ain't gold,,,,,,,
,,,,,,,,,,Ain't gold,,,,,,,
164096813,Be Mine Tonight - INSTRO,Slight Light,G Putnam Music,100,HERE FOR YOUR EAR!,Clayton Michael Gunn (100%) ASCAP 462448938,Indie Rock,ONE STOP - G Putnam Music owns Masters & Publishing Control,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
164097830,Beautiful World - ORIG,KLEIGH's Weighs,KLEIGH,,HERE FOR YOUR EAR!,Clayton Michael Gunn (100%) ASCAP 462448938,Alt Rock,ONE STOP - G Putnam Music owns Masters & Publishing Control,AU5U21400146,Oh what a beautiful world we live in,GW45209809,,2025,,,,
,,,,,,,,,,From the open fields to the mountains to the sea,,,,,,,
,,,,,Let's please chat. ,,,,,From the dry desert plains to the busy streets we live in,,,,,,,
,,,,,,,,,,Oh what a beautiful place to be,,,,,,,
,,,,,ONE STOP ,,,,,With breath in our lungs and love in our hearts and words to share it,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Oh what more than this do we need?,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,"We open our minds, we see with our eyes the world we live in",,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Oh what a beautiful place to be,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Oh what a beautiful place to be,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,And this right here is your life as you live it,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,Open your eyes and take a good look around,,,,,,,
,,,,,Several placements in past year.  ,,,,,"Hear what you hear, what you see, and what you're feeling",,,,,,,
,,,,,,,,,,Oh there's no better time to live than now,,,,,,,
,,,,,Thanks for listening! ,,,,,"We chase after dreams, we see the goal and we run towards it",,,,,,,
,,,,,Greg,,,,,"With pure intentions, we carry out our lives",,,,,,,
,,,,,,,,,,Oh what a beautiful world we live in,,,,,,,
,,,,,,,,,,We are living in beautiful times,,,,,,,
,,,,,,,,,,And this right here is your life as you live it,,,,,,,
,,,,,,,,,,Open your eyes and take a good look around,,,,,,,
,,,,,,,,,,"What you hear, what you see, and what you're feeling",,,,,,,
,,,,,,,,,,Oh there's no better time to live than now,,,,,,,
,,,,,,,,,,Oh what a beautiful world we live in,,,,,,,
,,,,,,,,,,From the open fields to the mountains to the sea,,,,,,,
,,,,,,,,,,From the dry desert plains to the busy streets we live in,,,,,,,
,,,,,,,,,,Oh what a beautiful place to be,,,,,,,
164100072,Best of the Nights of Our Lives,KLEIGH'S WEIGHs,KLEIGH,82,HERE FOR YOUR EAR!,Clayton Michael Gunn (100%) ASCAP 462448938,Alt Rock,ONE STOP - G Putnam Music owns Masters & Publishing Control,,"It's 2 a.m. and I know that you're yawning, but it's nice outside and it will be till morning.",,,2024,,,,
,,,,,,,,,,"There's a cool cool breeze and it's coming down, I wanna pick you up and head out of town.",,,,,,,
,,,,,Let's please chat. ,,,,,"Let's hit the road, feel the summer breeze, we can do whatever we damn well please.",,,,,,,
,,,,,,,,,,"The night is ours, two of us free in our own little world, just you and me and ",,,,,,,
,,,,,ONE STOP ,,,,,I…t. t.t.take it.  Life is what what you make it.,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,"I'll give you my heart, don't break it, 'cause there's no one that can remake it.",,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,"Hey pretty girl, let's go for a ride, head out in the heat of the summer night, turn the music up, get the feeling right, these are the best of the nights of our lives.",,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,"Hey pretty girl, let's go for a ride, head out in the heat of the summer night, turn the music up, get the feeling right, these are the best of the nights of our lives.",,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,"And I know that you're lonely, but there ain't no one that own me.",,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,"And I know it sounds crazy, just come with me baby.",,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,"Yeah, we beg. steal, n’ borrow, keeping it on the down low.",,,,,,,
,,,,,Several placements in past year.  ,,,,,"But we can sleep tomorrow, sometimes you just gotta let go.",,,,,,,
,,,,,,,,,,"Hey pretty girl, let's go for a ride.",,,,,,,
,,,,,Thanks for listening! ,,,,,Head out in the heat of the summer night.,,,,,,,
,,,,,Greg,,,,,"Turn the music up, get the feeling right.",,,,,,,
,,,,,,,,,,These are the best of the nights of our lives.,,,,,,,
,,,,,,,,,,These are the best of the nights of our lives.,,,,,,,
,,,,,,,,,,These are the best of the nights of our lives.,,,,,,,
,,,,,,,,,,The best nights of our life.,,,,,,,
,,,,,,,,,,"Hey pretty girl, let's go for a ride, head out in the heat of the summer night, turn the music up, get the feeling right, these are the best of of nights of our lives.",,,,,,,
,,,,,,,,,,"Hey pretty girl, let's go for a ride, head out in the heat of the summer night, turn the music up, get the feeling right, these are the best of the nights of our lives.",,,,,,,
,,,,,,,,,,"Hey pretty girl, let's go for a ride, head out in the heat of the summer night, turn the music up, get the feeling right, these are the best of the nights of our lives.",,,,,,,
,,,,,,,,,,"Hey pretty girl, let's go for a ride, head out in the heat of the summer night, turn the music up, get the feeling right, these are The best of the nights of our lives.",,,,,,,
,,,,,,,,,,Of our lives.,,,,,,,
164105457,Better Watch Out - Demo,Scratch,Mick Fury,139,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Mick Fury (50%) ASCAP,Rock Demo,ONE STOP - G Putnam Music owns Masters & Publishing Control,,"The field's always tipped, on levels so I slipped, and hours passed",921813459,,2024,,,,
,,,,,,,,,,"But now the time has come, when the reckonin's done. ",,,,,,,
,,,,,Let's please chat. ,,,,,Won't be any going back,,,,,,,
,,,,,,,,,,"Oh, oh, I ain't gonna stop",,,,,,,
,,,,,ONE STOP ,,,,,"Oh, oh, gonna show 'em what I got",,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Dropped me to my knees but I'm up now,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,"Kick me to the curb, you know somehow",,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,"I'm coming back in when I do, you better watch out",,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,"I can take life's punches, even in bunches.",,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,I bob and weave.,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,"Now I'm drawing the line, you could call it my pride. ",,,,,,,
,,,,,Several placements in past year.  ,,,,,You're done messing with me.,,,,,,,
,,,,,,,,,,"Oh, oh, I ain't gonna stop",,,,,,,
,,,,,Thanks for listening! ,,,,,"Oh, oh, gonna show 'em what I got",,,,,,,
,,,,,Greg,,,,,Dropped me to my knees but I'm up now,,,,,,,
,,,,,,,,,,"Kick me to the curb, you know somehow",,,,,,,
,,,,,,,,,,"I'm coming back in when I do, you better watch out",,,,,,,
,,,,,,,,,,I ain't talking mean,,,,,,,
,,,,,,,,,,I ain't threatening,,,,,,,
,,,,,,,,,,You made me who I am,,,,,,,
,,,,,,,,,,A determined dangerous man,,,,,,,
,,,,,,,,,,"Oh, oh, I ain't gonna stop",,,,,,,
,,,,,,,,,,"Oh, oh, gonna show 'em what I got",,,,,,,
,,,,,,,,,,Dropped me to my knees but I'm up now,,,,,,,
,,,,,,,,,,"Kick me to the curb, you know somehow",,,,,,,
,,,,,,,,,,"I'm coming back in when I do, you better watch out",,,,,,,
,,,,,,,,,,You better watch out,,,,,,,
164117496,Cruisin - INSTRO,Clubbin,G Putnam Music,143,HERE FOR YOUR EAR!,Clayton Michael Gunn (100%) ASCAP 462448938,FILM,ONE STOP - G Putnam Music owns Masters & Publishing Control,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
164158180,Get a Clue,Growing Stronger,Sam Masini,84,HERE FOR YOUR EAR!,G Putnam (50 G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,Cont Country,ONE STOP - G Putnam Music owns Masters & Publishing Control,,"Got a flat tire, thought you'd save the day",,,0,,,,
,,,,,,,,,,"Dailed your number asking you to come here said hey, hey",,,,,,,
,,,,,Let's please chat. ,,,,,There's a life to save,,,,,,,
,,,,,,,,,,"Told me no way, boys were heading to your place and you had to be sure",,,,,,,
,,,,,ONE STOP ,,,,,the keg was ready to pour,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,You told me I'd just have to wait,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,"Cause it's all about you, all you do, to me you're a hug that don't squeeze",,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,A bad memory that won't leave,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,You sit there forgetting we means two,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,There's another me besides you,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,So go get a clue,,,,,,,
,,,,,Several placements in past year.  ,,,,,"Friend came along and took me on home if I had a magic wand, I'd melt your ice gone you'd cry hey hey",,,,,,,
,,,,,,,,,,my beer is too warm,,,,,,,
,,,,,Thanks for listening! ,,,,,"You talk real big, hanging with friends you dig",,,,,,,
,,,,,Greg,,,,,have boys toys to play ones that give,,,,,,,
,,,,,,,,,,delusion won't make you rich,,,,,,,
,,,,,,,,,,Come on,,,,,,,
,,,,,,,,,,"It's all about you, all you do, to me you're a hug that don't squeeze",,,,,,,
,,,,,,,,,,A bad memory that won't leave,,,,,,,
,,,,,,,,,,You sit there forgetting we means two,,,,,,,
,,,,,,,,,,There's another me besides you,,,,,,,
,,,,,,,,,,So go get a clue,,,,,,,
,,,,,,,,,,One night you told me about a dream,,,,,,,
,,,,,,,,,,when your ship finally came in,,,,,,,
,,,,,,,,,,went into detail every scene,,,,,,,
,,,,,,,,,,You thanked Don as I clearly recall,,,,,,,
,,,,,,,,,,Said lots of things mentioned your old dog Jake but you never even said my name,,,,,,,
